step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0,11.164183559944755,48.53721827471419,0.6193141276397524,5.544804269996547
1,2.0153773380639315,16.280803112903,1.543408131786233,1.3754334454251804
2,7.5070861789309475,37.068953724968935,0.999371023828007,1.7208189636492142
3,2.366929660880185,48.573775417865086,2.1282032304016765,6.616036167058957
4,10.627211754746156,54.60518609435103,0.9440959262552421,4.995064373504888
5,20.41414730479144,98.8935749327416,2.237521373946372,5.132373542018728
6,11.051767210029947,143.99913993476272,0.1514933634703628,7.264188707671178
7,1.2915122833893022,15.498615883487645,0.3250886837841289,11.175521403393496
8,8.723981663939236,0.0,0.6326267263889885,4.986514586321463
9,13.209195385087003,44.26722484800419,2.0205594417773804,9.51402196259209
10,8.550463566871734,76.41005788759225,0.5465629918964883,3.118941534938755
11,3.3995875480150115,137.15390966167527,1.9665229976470604,3.246082016724513
12,12.748755937197034,39.38828032542936,1.7102818103200061,0.0
13,3.508225390918134,112.25280785718056,2.4653392993997834,3.683751506205657
14,6.732928847464236,85.6359092498229,1.9185023193310011,4.383163890465522
15,13.436739776628873,75.67058765252429,1.7158338359980352,0.0
16,5.665736455699069,63.163438515160514,0.8674341390792645,7.048667235649933
17,2.005604003812124,23.260804764443023,0.7483930130096694,5.212825703973762
18,7.966327784757728,99.1341738272209,1.4616851839605656,5.678616843690454
19,9.237164539992563,134.19431255049318,1.2136170657685845,14.882983739335529
20,5.962768217846299,140.59641751612813,0.29765676052718626,6.519619142829166
21,12.062342299147154,111.61489990984607,0.8707077396523373,5.4363877438312365
22,13.71680570236841,61.74267152303374,1.2919815967987869,5.422818123720012
23,7.001122877264414,141.93637176557323,2.9734645007377396,3.5042451655514975
24,13.802592894547491,152.5074146362009,2.0622475328561762,5.2209917883487975
25,5.693306863484166,102.71023819649452,1.8315092714689856,10.466539648233457
26,13.769470636149517,57.48501672293881,0.7159643404302386,8.779695048670016
27,15.80768331244987,73.40210716899173,1.7027328109956439,2.830888557076772
28,5.27991803840517,29.51226187807091,2.472219058885538,7.447318919273771
29,3.54080248473697,134.03263848273247,0.4273417611025635,8.349073118461993
30,7.311924382767667,61.291839177888846,2.85120921508032,10.528470429026825
31,1.692762266414741,99.36586587892012,0.8031448172113458,14.333563569433203
32,15.68218445486982,22.374166594423876,1.3571607492701896,3.908283004921446
33,16.91952861558878,40.14706672835785,0.9949298492012053,7.982906448326889
34,14.315626034751535,61.227040866879875,1.110494502050796,9.86842044306401
35,8.884156052683242,129.41901134070332,1.2527217880443824,2.9527916699759755
